Q1000078	Moravská Třebová
Q65507	Peter Perchtold
Q655109	Saint-Michel-des-Andaines
Q655417	Kenderes
Q655628	Martinov
Q656	Saint Petersburg
Q656217	Charles-André Doudin
Q656411	La Baroche-sous-Lucé
Q656464	Václav Koloušek
Q656768	Jean-François Jodar
Q656801	International Finance Corporation
Q656938	Hradečno
Q656946	Marlens
Q657	Chad
Q657156	Ergotelis F.C.
Q657192	Thomas Broich
Q657275	Karl Sesta
Q657358	Prostřední Bečva
Q657451	Indonesia men's national football team
Q657556	Travčice
Q657865	CD Logroñés
Q657885	Gjergji Muzaka
Q657964	Manfred Manglitz
Q657982	Peter Dietrich
Q658131	Alki Larnaca F.C.
Q658611	Joe Kennaway
Q658838	Grañén
Q658933	Nová Ves
Q659212	FC St. Gallen
Q659280	Juan Diego González
Q659314	Marco Abreu
Q659426	Dolany
Q659434	Ennenda
Q659612	Mario Carević
Q659661	Gemuño
Q659780	Grazer AK
Q659992	Domfront
Q660186	José Daniel Ponce
Q6601875	Fenerbahçe Istanbul
Q660234	Blaison-Gohier
Q660764	Clube Atlético Juventus
Q660967	Petter Furuseth
Q66107	Henry Kissinger
Q662180	La Puebla de Almoradiel
Q662361	Thomas Hickersberger
Q662464	Rodrigo Alvim
Q66248	Wilhelm Genazino
Q662862	holy orders
Q6630	Ascoli Calcio 1898 FC
Q663005	Nansen Refugee Award
Q663132	Strašice
Q663400	Deportivo Cali
Q663585	Jarov
Q663756	Poběžovice u Přelouče
Q664	New Zealand
Q6641	SSC Bari
Q664157	Igor Glek
Q664319	Abajas
Q664353	Hjalgrím Elttør
Q664686	Dedi Ben Dayan
Q6651	Brescia Calcio
Q665188	Sukarrieta
Q665718	Tågarp
Q665747	Wilfried Dalmat
Q665818	Jean-Jacques Henner
Q665851	George Wood
Q665920	VfB Lübeck
Q666151	Orhan Mustafi
Q666157	Horní Újezd
Q666289	FC Concordia Basel
Q666316	Martin Vunk
Q666389	Joseph Ngwenya
Q6664	AC Cesena
Q666638	Valdenuño Fernández
Q6667528	Logie Award for Most Popular Actor
Q6667529	Logie Award for Most Popular Actress
Q666782	Marco Pascolo
Q666969	Arka Gdynia
Q667072	Louis Agyemang
Q667296	Dolní Lhota
Q6673	Associazione Sportiva Cittadella
Q667329	Viktor Gavrikov
Q667344	Norbert Dörmann
Q667535	Mërgim Mavraj
Q667682	Peñafiel
Q667730	Minas Hantzidis
Q667939	Sergio Martínez
Q668029	Alain Geiger
Q668086	Christian Schwegler
Q668112	Piast Gliwice
Q668324	San Adrián
Q668502	Rodonyà
Q668514	Erick Scott
Q668573	FC Chiasso
Q668644	Mark Bentley
Q668981	Ponthoux
Q6690	F.C. Crotone
Q669078	Maria de la Salut
Q669207	Vasil Khamutowski
Q669313	Daniel Šmejkal
Q669446	Uroš Ćosić
Q669543	Viljandi JK Tulevik
Q669570	Santa Coloma de Queralt
Q669575	Melinho
Q669656	Daniel Unal
Q669823	Audrius Kšanavičius
Q669829	Kamenný Most
Q670004	Abdelatif Noussir
Q670186	Deportivo Toluca F.C.
Q670282	Golden Globe Award for Best Motion Picture – Musical or Comedy
Q670289	Xandão
Q6703	Empoli FC
Q670438	SC Rheindorf Altach
Q670561	Jörg Stiel
Q670600	Vincenzo Rennella
Q670941	Aleksandar Prijović
Q671053	Pitillas
Q671141	Izagre
Q671144	Matías Vitkieviez
Q671234	Xisco Nadal
Q671368	SR Delémont
Q671535	Višňové
Q671587	Mickaël Facchinetti
Q671600	Martin Hašek
Q671638	Niva
Q671748	Ark Royal
Q671761	Sławomir Wojciechowski
Q671793	Veletov
Q671891	Mírov
Q671950	SC Kriens
Q672	Tuvalu
Q672015	Marek Bakoš
Q6721	U.S. Grosseto 1912
Q672113	Ivan Benito
Q672118	Eric Viscaal
Q672285	Genséric Kusunga
Q672337	Přehořov
Q672434	Arkadiusz Malarz
Q672613	Fwayo Tembo
Q672687	Marco Grassi
Q672722	Vertavillo
Q672736	Oleh Suslov
Q672878	Centenera de Andaluz
Q672920	Wesley Sulzberger
Q672990	Bilhorod-Dnistrovskyi
Q673023	Yélamos de Arriba
Q673029	Lauro Amadò
Q673119	Jonquerets-de-Livet
Q673159	Roger Vonlanthen
Q673259	Heinz Schilcher
Q673428	Mario Cantaluppi
Q673854	Stephen Hepburn
Q673882	Marcel Ritzmaier
Q674044	Thomas Burgstaller
Q674128	Giovanni Lanza
Q674165	Tony Award for Best Featured Actor in a Musical
Q674295	Saint-Nicolas-du-Bosc
Q674299	William David Coolidge
Q674359	All-NBA Team
Q674428	Kaposvári Rákóczi FC
Q674513	Larnell Cole
Q674799	FC Biel-Bienne
Q6748	S.S. Juve Stabia
Q674965	Diego Maurício
Q675213	Kaxholmen
Q675298	Espejo
Q675309	Goethe Medal
Q675429	Holger Gaißmayer
Q675764	Alberto Regazzoni
Q675802	Kuami Agboh
Q675831	Orlando Calisto de Souza
Q675836	Carlos Alberto Alves Garcia
Q675955	Evgeny Sveshnikov
Q676014	Lars Fredrik Risp
Q676263	Bratronice
Q676384	François Affolter
Q676428	Saint-Just
Q676560	John Pearson
Q6767	US Livorno 1915
Q676899	Italy men's national association football team
Q676948	Gilbert Gress
Q677184	Joe Pietersen
Q677402	Onofrio Barone
Q677440	Sascha Studer
Q67746	Rustem Dautov
Q677551	Svoboda nad Úpou
Q67757	Rudolf Teschner
Q677570	FK Inter Bratislava
Q67772	Eric Lobron
Q677807	David Sesa
Q677852	Jonathan Rossini
Q677919	Luciano Henrique
Q677945	Artonges
Q678	Tonga
Q678050	Illana
Q678414	IEEE Medal of Honor
Q678558	Yassin Mikari
Q678582	Switzerland national under-21 football team
Q678721	Maruri-Jatabe
Q678795	Marcelo Romero
Q678891	Česká Rybná
Q679318	Izet Hajrović
Q679699	Sisinio González Martínez
Q680180	Rod Wallace
Q680221	Laureus World Sports Award for Breakthrough of the Year
Q680297	John Bosman
Q680439	Collado de Contreras
Q68053	Felice Borel
Q680563	Bojan Božović
Q680645	Hartungviken
Q680745	O Corgo
Q680770	FC UTA Arad
Q681713	Dominique Kivuvu
Q681913	Bogdan Stancu
Q682460	Lidl-Trek
Q682627	Marco Airosa
Q682794	Dragan Mihajlović
Q6832	Ravensburg
Q683351	Syrianska FC
Q683426	Mustafa Tuna Kaya
Q683434	Ginestar
Q683541	Michael Fink
Q68368	Walter Reppe
Q6837811	Michigan Women's Hall of Fame
Q683929	Dompierre-sur-Héry
Q684132	Armenia national under-21 football team
Q6842	Kleve
Q684447	Fabio Cinetti
Q684500	Lee Jung-woo
Q684534	Roman Mählich
Q684746	Jay Emmanuel-Thomas
Q684814	Julio Morales
Q685	Solomon Islands
Q685117	Joseph Gallagher
Q685721	Serhiy Krukovets
Q685868	Roland Ekström
Q685880	Raphael Koch
Q685921	Janův Důl
Q686527	Vullnet Basha
Q686549	Monasterio
Q686604	Damian Bellón
Q686659	WSG Tirol
Q686701	David Villalba
Q686826	First Vienna FC
Q686837	Karrantza Harana / Valle de Carranza
Q686897	Aleksander Midtsian
Q686910	Walter Schachner
Q687075	Prime Minister of Sweden
Q687123	BAFTA Award for Best Actress in a Leading Role
Q687127	Hiber Ruiz
Q687129	Montgardon
Q687175	Deutsche Bundesbahn
Q687283	Hernstein
Q687389	Everton Costa
Q687969	Daniel Timofte
Q688300	S.C. Beira-Mar
Q688470	Landquart-Davos G 3/4
Q688558	Christoph Knasmüllner
Q688933	Néstor Clausen
Q689166	Kate Hoey
Q689215	Olof Persson
Q689279	Lucebert
Q689503	Jakob Jantscher
Q689660	Lindsay Hoyle
Q689874	Philadelphia Union
Q689883	Daniel Pavlović
Q690059	Kevin Pezzoni
Q690145	Taner Yalçın
Q690170	Jozef Valachovič
Q690217	Marián Bochnovič
Q690313	Dean Shiels
Q690511	Alfredo Carricaberry
Q690729	Vilimoni Delasau
Q690834	Manfred Sakel
Q690884	FC Solothurn
Q69120	Hans Koschnick
Q691272	Gary Kagelmacher
Q691388	Huw Irranca-Davies
Q691481	The Pictet Group
Q691578	Marcel Risse
Q691617	David Da Costa
Q691892	Grammy Award for Best Rock Album
Q692073	Fabian Giefer
Q692122	Serkan Şahin
Q692186	FC Lustenau 07
Q692214	Yann Schneider
Q692586	VfR Aalen
Q692646	Club Atlético Banfield
Q692691	SV Elversberg
Q692773	Seefeld
Q692777	Wellington Oliveira dos Reis
Q692818	Arne Selmosson
Q692856	Shonan Bellmare
Q693441	Arneštovice
Q693679	Chóvar
Q693855	Arnie Mausser
Q69388	Charlotte Becker
Q693909	FC VSS Košice
Q693951	PFC Spartak Nalchik
Q694140	Michael Clayton
Q694276	Arno Glesius
Q694429	Xavier Hochstrasser
Q694464	FC Gütersloh 2000
Q695008	FC Viktoria Köln
Q695106	Order of the Red Star
Q6952054	NAACP Image Award for Outstanding Actress in a Daytime Drama Series
Q6952055	NAACP Image Award for Outstanding Actress in a Television Movie, Mini-Series or Dramatic Special
Q6952062	NAACP Image Award for Outstanding Literary Work, Fiction
Q695260	Dieter Burdenski
Q695356	Thomas Augustinussen
Q695441	Arnold J. Levine
Q695858	Paulo Rink
Q695939	FK Khazar Lankaran
Q696162	Arnold Schwellensattl
Q696507	SC Austria Lustenau
Q696514	SV Grödig
Q696908	Kingdom of Poland
Q696995	Arnolec
Q697	Nauru
Q697039	Daniel Offenbacher
Q697134	Daniel Beichler
Q697353	UD Salamanca
Q697480	Tobias Rau
Q69759	Famy
Q697983	Sigurd Rushfeldt
Q698071	Helmut Kremers
Q698082	Deutsche Reichsbahn
Q69824	Lumban
Q698326	Lukas Hinterseer
Q698427	Frank Egharevba
Q698647	Austrian State Prize for European Literature
Q698702	Admira Wacker
Q698810	Timo Ochs
Q698944	Simon Cziommer
Q698952	Steffen Hofmann
Q699335	Daniel Schütz
Q699429	Atdhe Nuhiu
Q699487	Filip Šebo
Q69958	Roman Slobodjan
Q699718	Martin Amedick
Q699732	SK Vorwärts Steyr
Q699746	TSV Hartberg
Q699950	Aleksandar Tišma
Q700352	Michael Klukowski
Q700357	Rubin Okotie
Q700368	Wilhelm Exner Medal
Q700428	Ng Wai Chiu
Q700558	Peter Madsen
Q700563	Deutsche Reichsbahn (GDR)
Q700582	Samir Muratović
Q701014	Sundhagen
Q701123	Lin Chia-sheng
Q701256	Markus Schopp
Q701259	Luigi Bruins
Q701290	SSV Ulm 1846
Q701322	Thomas Prager
Q701447	Christian Falk
Q701461	Maximilian Karner
Q701501	George M. Whitesides
Q701600	Christopher Drazan
Q70208	municipality of Switzerland
Q7022	Fellbach
Q702242	Peer Kluge
Q702337	Freiburger FC
Q702455	RB Leipzig
Q703151	Chotyně
Q703205	Gottfried Wilhelm Leibniz Prize
Q703269	Sergi Roberto
Q703588	Wolfgang Reitherman
Q703956	Maurizio Ganz
Q703959	Stéphane Dalmat
Q704	Olympique Lyonnais
Q704302	Francesco Antonioli
Q704548	Red Bull-Bora-Hansgrohe
Q704566	Josu Sarriegi
Q704725	Tonel
Q704875	David Hellebuyck
Q705264	Stephan Fürstner
Q705668	Mauricio Wright
Q705752	Brand
Q705778	Wald
Q705808	Murr
Q70583	Babett Peter
Q705929	Sergei Gurenko
Q706050	René Bolf
Q706255	Wang Dalei
Q706379	Tomáš Řepka
Q706593	Steve McMahon
Q706658	Ingvar Ambjørnsen
Q706757	Harry Decheiver
Q706892	Artenara
Q707017	Martin Reim
Q707065	Harri Ylönen
Q707111	Gyula Sax
Q707116	Wolfgang K. H. Panofsky
Q707180	Carlos Edwards
Q707240	Godfried Aduobe
Q70725	Rikarudo Higa
Q707263	Joseph E. LeDoux
Q707825	Michael Victor Berry
Q707949	Miroslav Baranek
Q708066	Bobby Convey
Q708534	Javier Yubero
Q708830	Arthur C. Clarke Award
Q709145	Giuliano Giannichedda
Q709608	Yang Chen
Q709945	Pak Kwang-ryong
Q710189	José Porras
Q710207	Tarik Sektioui
Q710219	Patricio Urrutia
Q71022	Ernst Ruska
Q710227	Ivan Vukomanović
Q710312	Hervé Revelli
Q710707	Tarmo Neemelo
Q710886	Mathieu Béda
Q711256	Sydney Chapman
Q711270	Zhang Chengdong
Q711444	Neil Franklin
Q711980	Lam Sheung Yee
Q71206	Bette Davis
Q712122	Alyaksandr Shahoyka
Q712132	Stephen Makinwa
Q712575	Rastislav Michalík
Q712801	Giorgos Kalafatis
Q712836	INF Clairefontaine
Q712844	Pontus Kåmark
Q712997	George Burley
Q713484	Nicolai Stokholm
Q713719	Bruno César
Q713720	Kevin Sheedy
Q713750	West Germany
Q713815	Tomáš Votava
Q713883	Mohammed Abu
Q71390	Deniz Yılmaz
Q713904	Beram Kayal
Q714198	Dwight Tiendalli
Q714282	Alexander Tettey
Q714354	Túlio Maravilha
Q714581	Nea Salamis Famagusta FC
Q714734	Günter Bittengel
Q715025	Ilias Kotsios
Q715037	Leonid Buryak
Q715105	Fabián O'Neill
Q715268	Arzu
Q715272	Henrich Benčík
Q715401	Arturo Pomar
Q715517	Michele Polverino
Q715551	Morten Rasmussen
Q715599	Erison Carlos dos Santos Silva
Q7156	FC Barcelona
Q715706	Aleksandar Đurić
Q715934	Johnny Dusbaba
Q715963	Itay Shechter
Q716064	Peter Chan
Q716432	Josep Maria Fusté
Q716593	Jacob Murey
Q716642	Darren Huckerby
Q716875	Johnny Manziel
Q716934	Pablo Mouche
Q716961	Luigi Vitale
Q716965	Carlos Villanueva
Q717062	Barry Robson
Q717115	Sinan the Great
Q717155	Kojčice
Q717328	Nemanja Pejčinović
Q717362	David Carabott
Q717454	Kamil Čontofalský
Q717760	Dominic Oduro
Q718236	Aleksander Delchev
Q718242	Marc-Antoine Fortuné
Q718251	Davide Biondini
Q718284	Carlos Secretário
Q718443	Václav Kadlec
Q71846	Otto Ruff
Q718771	Pedro Morales
Q718830	Florin Cernat
Q718900	Henrik Larsen
Q718938	Carlos Rafael do Amaral
Q718952	Claudio Maldonado
Q719125	Richard Gough
Q719197	Panagiotis Tachtsidis
Q719344	C.A. Cerro
Q719536	Serghei Covalciuc
Q719542	Marius Popa
Q719654	Enrique de Lucas
Q719722	O'Higgins F.C.
Q719728	Knut Anders Fostervold
Q719780	Caio Alves
Q720005	Jahn Teigen
Q720029	Jurgen Colin
Q720434	Asahi Prize
Q720457	Dean Kamen
Q720480	Adnan Haidar
Q720548	Friaça
Q720572	Leandro Somoza
Q721276	Tibor Tisza
Q721279	Sebastião Gilberto
Q721625	Serge Gakpé
Q721766	Thorbjørn Egner
Q721805	Juan Pablo Pino
Q721892	Yakir Aharonov
Q721909	Gianluigi Lentini
Q722056	Cihan Haspolatlı
Q722121	Yngve Brodd
Q722157	Tony Hateley
Q722207	Alexandru Golban
Q722445	Kristijan Ipša
Q722512	Massimo Maccarone
Q722848	Sylvain Kastendeuch
Q72292	Fridtjof Nansen
Q722957	András Debreceni
Q723161	Ben Davies
Q723184	Andrew Shinnie
Q723198	Roberto de Assis Moreira
Q723333	Elliot Grandin
Q723383	Luis Oliveira
Q723410	John Wark
Q723426	Garðar Gunnlaugsson
Q723483	FC Irtysh Pavlodar
Q723489	Silkeborg IF
Q723542	FC Politehnica Timișoara
Q723552	Lev Psakhis
Q723614	Luke Garbutt
Q72365	Oskar Pastior
Q723829	Eyal Berkovic
Q723830	Golden Globe Award for Best Supporting Actor – Motion Picture
Q723866	Evgeny Vladimirov
Q723915	Tomáš Zápotočný
Q723943	Pierre-Alain Frau
Q723961	Miklós Lendvai
Q72397	Karlov
Q72410	Moravecké Pavlovice
Q7243508	Primetime Emmy Award for Outstanding Music Composition for a Series (Original Dramatic Score)
Q7243509	Primetime Emmy Award for Outstanding Original Music and Lyrics
Q724459	Elini Dimoutsos
Q724533	Oleksandr Zavarov
Q724619	Maic Sema
Q724632	Daré Nibombé
Q724716	Eddie Kelly
Q724832	FC Zbrojovka Brno
Q72493	Křídla
Q725018	Lierse S.K.
Q725150	Azar Karadaş
Q72521	Johor Darul Takzim F.C.
Q725275	Haykel Guemamdia
Q725279	Constantin Lupulescu
Q725332	GIF Sundsvall
Q725367	Shanghai Shenhua F.C.
Q725407	Russell Downing
Q725430	Papa Waigo
Q725558	Krisztián Timár
Q725559	Edmund Blunden
Q725621	Charles Lanrezac
Q725629	Larry Evans
Q725766	Mehmet Çakır
Q72590	Milešín
Q725953	Ashley MacIsaac
Q726045	Jan-Michael Williams
Q726066	Sweden women's national association football team
Q726080	Russia men's national football team
Q726122	Ashlyn Harris
Q726173	Os du Randt
Q726187	Zurab Azmaiparashvili
Q726189	Moshe Ohayon
Q726224	CJ van der Linde
Q726272	Tommy Lawton
Q726285	FC Gomel
Q726324	Shaun Bartlett
Q726364	Kevin McKenna
Q726394	David J. Thouless
Q726538	Cabezuela del Valle
Q726587	Henry Damián Giménez
Q726600	Tom Geißler
Q726639	Alaeddine Yahia
Q726664	Orozko
Q726810	Real Unión
Q72692	Nížkov
Q727135	Kecskeméti TE
Q727147	FC Khimki
Q72717	Elia Kazan
Q727238	Vladimir Firm
Q727328	Academy Honorary Award
Q727388	Javier López Vallejo
Q727443	Mark Oliphant
Q727526	Třebonín
Q727539	Vasile Gergely
Q727597	Miguel Ángel Brindisi
Q727804	Skapce
Q728066	Altarejos
Q728075	Ron Henley
Q728258	Silvio Danailov
Q72845	Manuela Schwesig
Q728746	Evans Wise
Q728762	Stalin Rivas
Q728868	Spyridon Lambros
Q728875	Konstantinos Tsaldaris
Q728960	Order of the October Revolution
Q729083	Béla Várady
Q729289	Araz Abdullayev
Q729513	Pichichi Trophy
Q729560	Randers FC
Q729729	Alexisz Novák
Q730021	Barberà de la Conca
Q730219	Korona Kielce
Q730339	Suleyman Sleyman
Q730366	Asim Ferhatović
Q730394	Juan Pablo Alfaro
Q730538	Lassaad Ouertani
Q730579	Miguel Alfredo Portillo
Q730809	Nîmes Olympique
Q730818	Viesturs Meijers
Q731192	Alexander Esswein
Q731412	Jobi McAnuff
Q731441	Askersund
Q731516	Karim Guédé
Q731538	Vistabella de Huerva
Q731592	Cabra del Santo Cristo
Q731597	Simone Benedetti
Q7318	Nazi Germany
Q731999	Torrescárcela
Q732002	Royal Antwerp F.C.
Q732106	Pakhtakor Tashkent FK
Q732246	Plazy
Q732342	Punxsutawney
Q732432	Lóránt Oláh
Q732453	Píšť
Q732471	La Ferrière
Q732806	Garai
Q732929	Newcastle Jets FC
Q732938	Vladimir Potkin
Q733	Paraguay
Q733037	Gabriel Cichero
Q733072	Gianni Meersman
Q73314	Wilhelm Kroll
Q733143	Andri Sigþórsson
Q733451	FC Atyrau
Q733564	Rudi Vata
Q733580	Monesterio
Q733600	British & Irish Lions
Q733648	David Sánchez Rodríguez
Q733766	Dean Kiely
Q734064	Milínov
Q734335	Louis Delluc Prize
Q734785	KS Lechia Gdańsk
Q734990	Sukorady
Q735076	Cheviré-le-Rouge
Q735118	Vidochov
Q735624	FC Hoverla Uzhhorod
Q735689	Iacopo Balestri
Q735741	Gorka Azkorra
Q735833	Aín
Q735872	Polentinos
Q735962	Saint-Martin-Don
Q736013	François Baroin
Q736175	Bavory
Q736372	Membrolles
Q736783	Gintaras Staučė
Q736911	Anna Akhsharumova
Q736915	Alberto Rivera Pizarro
Q736937	CF Pachuca
Q737051	National Medal of Science
Q737161	Calanda
Q737293	Gouberville
Q73730	Bianca Schmidt
Q737727	FC Nitra
Q737753	Club Universidad de Chile
Q737768	Anne Hébert
Q737780	Ante Zurak
Q737899	Garth Crooks
Q737936	Vejle Boldklub
Q737937	Lyn 1896 FK
Q737947	IK Start
Q737950	Křepkovice
Q738060	FC Volendam
Q738121	Mathias Svensson
Q738284	Roman Jakóbczak
Q738376	Tsukasa Umesaki
Q738423	Gamba Osaka
Q738427	NK Zadar
Q738429	Besnik Hasi
Q738521	Frank Finlay
Q738658	Sipke Ernst
Q738695	Prime Minister of Finland
Q738876	NK Osijek
Q738886	FK Teplice
Q738917	Hungary national under-19 football team
Q739492	Collinée
Q739499	Bill Russell NBA Finals Most Valuable Player Award
Q73957	Jürgen Sundermann
Q739633	BAFTA Award for Best Sound
Q739634	Bondz N'Gala
Q73965	Al Hilal SFC
Q739694	BAFTA Award for Best Adapted Screenplay
Q73971	Clube Náutico Capibaribe
Q740026	Oleksandr Yatsenko
Q740155	Ujados
Q740381	Peñamellera Alta
Q740637	C.D. Santa Clara
Q740643	Bent Hamer
Q740666	FC Shakhter Karagandy
Q740745	Ivan Delić
Q741364	Aleksandar Matanović
Q741382	Kapfenberger SV
Q741428	John Jacob Abel
Q741624	Luca Castiglia
Q741717	Machová
Q74178	James Morrison
Q741868	Parves
Q74200	Barbara Hund
Q742264	Morike Sako
Q742296	Oskars Kļava
Q742540	Varvažov
Q742583	Khaled Adénon
Q742692	Felix Healy
Q742867	Stefan Schwab
Q74305	Sean Davis
Q743118	Cyrille Pouget
Q743326	Tolox
Q743637	Arthon-en-Retz
Q743721	Hrobice
Q7437735	Scottish Football League XI
Q743788	Andreas Olsen
Q743815	Rune Pedersen
Q743849	Valdáliga
Q744060	Giulio Rossi
Q744148	Alexander Gurwitsch
Q744259	Ludza
Q7444342	Secretary of State for Employment
Q744556	Daniel da Cruz Carvalho
Q745031	Lom
Q745107	Kalilou Traoré
Q745246	Santos Laguna
Q74572	Eliphas Shivute
Q746046	Assyriska FF
Q746275	Paüls
Q746620	Attila Ladinszky
Q746633	Henry Draper Medal
Q746742	Manzaneda
Q746853	FF Jaro
Q746914	Matt Kemp
Q747010	Chromeč
Q74746	Elvira Nabiullina
Q747581	Kabamba Musasa
Q747633	Paolo Mastrantonio
Q747669	Luboš Kubík
Q747693	CS Louhans-Cuiseaux
Q747965	Bellingwedde
Q748199	Jason Spagnuolo
Q748375	La Flocellière
Q748424	Ajou
Q748431	Putanges-Pont-Écrepin
Q748445	Eskişehirspor
Q748651	Novosedly
Q748724	Albin Haller
Q748725	Melbourne City FC
Q749	Groningen
Q749113	SK Austria Kärnten
Q74935	Hajany
Q749589	Go Ahead Eagles
Q749659	Ivan Lewis
Q749696	Albalat de la Ribera
Q749760	Saint-Michel-de-Livet
Q7497952	ship decommissioning
Q749842	Torreorgaz
Q750188	Eleanor Laing
Q750322	FC Astra Giurgiu
Q750434	FC Kryvbas Kryvyi Rih
Q750437	Xanthi F.C.
Q75153	Julius Elster
Q751670	France women's national football team
Q751750	Marcell Fodor
Q752000	Chess Oscar
Q752119	International Master
Q752134	Camões Prize
Q75219	Silvio Meißner
Q752297	Doctor of Philosophy
Q752309	Maksim Layushkin
Q752339	Nõmme Kalju FC
Q752425	EF Education-EasyPost
Q752483	U.C. AlbinoLeffe
Q7525	Sevastopol
Q753072	Gold Medal of the Royal Astronomical Society
Q753219	New Town
Q753462	FC Universitatea Cluj
Q753580	GKS Bełchatów
Q754307	FC Zorya Luhansk
Q754310	FK Borac Čačak
Q754339	IF Brommapojkarna
Q75517	Mamady Sidibé
Q756110	FC Belshina Bobruisk
Q756526	Martin Klein
Q756581	Františkovy Lázně
Q75684	S.C. Braga
Q756994	Darwin Medal
Q757046	Discovery Channel
Q757098	FK Rad
Q757110	MFK Ružomberok
Q7572134	SpVgg Greuther Fürth II
Q757253	FC Urartu
Q75729	Sporting CP
Q757320	Asteras Tripoli F.C.
Q757418	Atlético Bucaramanga
Q757462	Atlético Petróleos Luanda
Q758082	Attila Czebe
Q75857	Nuri Şahin
Q758689	Audax Italiano
Q75879	Edith Keller-Herrmann
Q758861	USSR State Prize
Q7589655	St. Louis Literary Award
Q759193	António Oliveira
Q75933	
Q759482	U.S. Cremonese
Q760736	Stade Lavallois
Q760872	Péter Andorka
Q760881	Nygårds hagar
Q761583	Hapoel Kfar Saba F.C.
Q761598	Wellington Sánchez
Q761744	Villanueva de los Caballeros
Q761883	Wander Johannes de Haas
Q762175	Salih Sadir
Q762246	Kim Larsen
Q762728	Magnanville
Q762740	Hans Norbye
Q762748	Tatsuya Enomoto
Q763282	Abdallah Bah
Q763465	Hakan Çalhanoğlu
Q76357	Jürgen Habermas
Q763669	Gorliz
Q763679	Shingo Suzuki
Q763894	Kota Mizunuma
Q763983	Kazuhisa Kawahara
Q76412	Siegfried Lenz
Q764442	Alan da Silva Souza
Q764491	Piedrahíta
Q764816	Sacecorbo
Q765000	Alex Parker
Q7650000	Sutherland Trophy
Q765007	Rogelio Domínguez
Q765094	Fernando Arce
Q765301	Jo Nymo Matland
Q765404	Satellite Award for Best Original Screenplay
Q765494	Danny Allsopp
Q765597	Robert Warzycha
Q765670	Borohrádek
Q765761	Nabarniz
Q765859	Březnice
Q76593	Gustav Tammann
Q76595	Kurt Alder
Q765957	Rozsochy
Q766045	Michalovice
Q76614	Friedrich Bergius
Q766143	Rob Wielaert
Q766609	Marcos Antônio Malachias Júnior
Q76681	Oskar Minkowski
Q766898	Ricla
Q766949	Groupama-FDJ
Q7669613	TCA Award for Outstanding Achievement in Comedy
Q7669614	TCA Award for Outstanding Achievement in Drama
Q7669620	TCA Award for Outstanding New Program
Q7669624	TCA Award for Program of the Year
Q76699	Bernhard Schlink
Q7671747	TSV 1860 München II
Q767192	Rodolfo Micheli
Q767400	Diósgyőri VTK
Q767468	Gökhan Ünal
Q767469	Yacine Brahimi
Q767560	Italian Republican Party
Q767837	Aleksandar Živković
Q76820	Carl Zuckmayer
Q768253	Club de Fútbol Monterrey
Q768255	Michaël Fabre
Q768386	Ricardo Ferretti
Q768476	David di Donatello for Best Film
Q769199	Steve Trittschuh
Q769208	César Ferreira Cattaruzzi
Q769998	Filip Lončarić
Q770164	Iván Castillo
Q770542	Orval
Q770740	SD Eibar
Q77081	Bert Sakmann
Q77112	David Foster
Q771139	Walter Payton Man of the Year Award
Q77128	Ruth Pfau
Q77174	Christiane Nüsslein-Volhard
Q771897	Saša Bogunović
Q771963	Caseres
Q771984	Daniel Stenderup
Q77224	Arkadij Naiditsch
Q772917	Marc Wilson
Q773046	Bakary Soro
Q773312	Třeboň
Q773354	Dolní Nětčice
Q773562	James Coppinger
Q77360	August von Wassermann
Q77389	Robert Hübner
Q773990	Cvrčovice
Q774268	Lukavec
Q774327	Panai Kongpraphan
Q77468	Tankred Dorst
Q7747	Vladimir Putin
Q774837	Havlíčkova Borová
Q774975	Moravičany
Q775399	Julie Machart
Q77545	Max Bodenstein
Q775527	Dante Di Benedetti
Q775776	Bystřice
Q775978	Sítiny
Q776161	Botz-en-Mauges
Q776190	Hormigos
Q776212	Lucas Cantoro
Q776281	Aurimas Kučys
Q777044	Calvos de Randín
Q777181	Ramon Magsaysay Award
Q777266	André Luís Alves Santos
Q777337	Aurora Pro Patria 1919
Q777764	Louvois
Q777921	European Film Award for Best Film
Q778632	John Veldman
Q779466	Legarda
Q779698	FC Astana
Q779737	Dudín
Q779953	Henri Pourrat
Q78003	Martin Mosebach
Q780266	Onzonilla
Q780334	Vladimir Belov
Q780378	Umberto Veronesi
Q780539	Atlético Madrid B
Q78056	Herbert W. Roesky
Q780608	Campillo de Arenas
Q78122	Marcelo Pletsch
Q781339	Austin da Luz
Q781382	Darley Ramon Torres
Q781420	Paul Caddis
Q781994	Poyatos
Q782070	Oktay Derelioğlu
Q782101	Andrei Yakubik
Q782162	Henri Anier
Q782370	Jim Stewart
Q782590	Lithaire
Q782605	Mark Fish
Q782612	Libel
Q782658	Sydney Olympic FC
Q782775	Lopera
Q783157	Frank Jurić
Q783334	Diego Osorio
Q783368	Thomas Phibel
Q783954	La Chapelle-en-Juger
Q784	Dominica
Q784032	Přívrat
Q784295	Castiello de Jaca
Q784311	R. White Star Bruxelles
Q784470	La Brévière
Q784965	Mamelodi Sundowns F.C.
Q785002	MTV Europe Music Award for Best Italian Act
Q785005	Valdemaqueda
Q78516	Anna Netrebko
Q785193	Ben Hinchliffe
Q785203	Tatabányai SC
Q785320	Edivaldo Hermoza
Q7855039	Turkey A2 national football team
Q7855167	Turkey national under-19 football team
